tweet_id,favorites,retweet_count
667453023279554560,298,84
667443425659232256,741,541
667437278097252352,427,223
667435689202614272,292,79
667405339315146752,442,211
667393430834667520,184,52
667369227918143488,347,152
667211855547486208,460,224
667200525029539841,583,245
667192066997374976,362,92
667188689915760640,707,371
667182792070062081,13520,5754
667177989038297088,180,51
667176164155375616,578,427
667174963120574464,233,72
667171260800061440,209,77
667165590075940865,2542,1051
667160273090932737,243,59
667152164079423490,45114,15816
667138269671505920,4322,2037
667119796878725120,314,122
667090893657276420,316,117
667073648344346624,378,110
667070482143944705,78,13
667065535570550784,160,41
667062181243039745,208,49
667044094246576128,175,46
667012601033924608,423,210
666996132027977728,227,83
666983947667116034,2400,910
666837028449972224,761,514
666835007768551424,200,74
666826780179869698,239,86
666817836334096384,482,235
666804364988780544,219,84
666786068205871104,707,451
666781792255496192,362,177
666776908487630848,323,158
666739327293083650,221,60
666701168228331520,404,202
666691418707132416,175,45
666649482315059201,1053,576
666644823164719104,220,75
666454714377183233,482,198
666447344410484738,97,18
666437273139982337,115,42
666435652385423360,155,47
666430724426358785,292,175
666428276349472768,152,74
666421158376562688,294,104
666418789513326592,112,41
666411507551481857,407,291
666407126856765440,98,32
666396247373291520,156,73
666373753744588802,171,81
666362758909284353,714,513
666353288456101888,196,64
666345417576210432,273,128
666337882303524864,180,83
666293911632134144,460,314
666287406224695296,135,60
666273097616637952,159,70
666268910803644416,95,32
666104133288665088,13498,5913
666102155909144576,70,11
666099513787052032,142,58
666094000022159362,154,66
666082916733198337,102,41
666073100786774016,293,145
666071193221509120,135,52
666063827256086533,446,195
666058600524156928,105,52
666057090499244032,267,123
666055525042405380,407,218
666051853826850816,1114,765
666050758794694657,124,51
666049248165822465,96,40
666044226329800704,268,130
666033412701032449,111,41
666029285002620928,120,42
666020888022790149,2386,458
